WRITERS,SOURCE,TERRITORY,REVENUE_TYPE,USAGE,SONG_ID,SONG_TITLE,NOTES,CONFIG,SELECTION,UNITS,BEG_PER,End_PER,AMOUNT_RECEIVED,SHARE,ROYALTY_AMT
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","277834216",17,"10/01/2016","12/31/2016",.007574,22.000000,.001666
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","77673614",19,"10/01/2016","12/31/2016",.006762,22.000000,.001488
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","77673614",27,"07/01/2016","09/30/2016",.010858,22.000000,.002389
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","277834216",24,"07/01/2016","09/30/2016",.011089,22.000000,.002440
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","277834216",9,"04/01/2016","06/30/2016",.004349,22.000000,.000957
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","77673614",4,"04/01/2016","06/30/2016",.001272,22.000000,.000280
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","77673614",12,"01/01/2016","03/31/2016",.004962,22.000000,.001092
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","277834216",5,"01/01/2016","03/31/2016",.001482,22.000000,.000326
"DEBBIE HUPP\BOB MORRISON","AUDIAM","DOMESTIC","SYNCH","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","YOUTUBE","","",43,"12/01/2017","12/31/2017",.011048,22.500000,.002486
"DEBBIE HUPP\BOB MORRISON","AUDIAM","DOMESTIC","SYNCH","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","YOUTUBE","","",40,"11/01/2017","11/30/2017",.006704,22.500000,.001508
"DEBBIE HUPP\BOB MORRISON","PRS","UK","FORPERFORM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","","","",0,"07/01/2017","09/30/2017",.000000,.000000,.000000
"DEBBIE HUPP\BOB MORRISON","TAIYO MUSIC INC.","JAPAN","MECHANICAL","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","","","",0,"10/01/2017","12/31/2017",.065197,22.777500,.014850
"DEBBIE HUPP\BOB MORRISON","TAIYO MUSIC INC.","JAPAN","FORPERFORM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","","","",0,"10/01/2017","12/31/2017",.018628,.000000,.000000
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","277834216",8,"10/01/2015","12/31/2015",.004628,22.000000,.001018
"DEBBIE HUPP\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","AREYOUONTH","ARE YOU ON THE ROAD TO LOVING ME AGAIN?","DEBBY BOONE\Are You On the Road to Lovin' Me Again","","77673614",7,"10/01/2015","12/31/2015",.000695,22.000000,.000153
"MIKE LUNA\WANDA MALLETTE\BOB MORRISON\MICHAEL MARTIN MURPHY\OMAR PEREZ\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","BUDANDSISS","BUD AND SISSY SONG","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION","","",0,"07/01/2017","09/30/2017",.011900,.000000,.000000
"MIKE LUNA\WANDA MALLETTE\BOB MORRISON\MICHAEL MARTIN MURPHY\OMAR PEREZ\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","BUDANDSISS","BUD AND SISSY SONG","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION","","",0,"07/01/2017","09/30/2017",.011900,.000000,.000000
"MIKE LUNA\WANDA MALLETTE\BOB MORRISON\MICHAEL MARTIN MURPHY\OMAR PEREZ\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","BUDANDSISS","BUD AND SISSY SONG","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION","","",0,"07/01/2017","09/30/2017",.007970,.000000,.000000
"MIKE LUNA\WANDA MALLETTE\BOB MORRISON\MICHAEL MARTIN MURPHY\OMAR PEREZ\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","BUDANDSISS","BUD AND SISSY SONG","Use: GN-IS General - Internet Interactive Self-Representing SPOTIR","","",0,"07/01/2017","09/30/2017",.010020,.000000,.000000
"MIKE LUNA\WANDA MALLETTE\BOB MORRISON\MICHAEL MARTIN MURPHY\OMAR PEREZ\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","BUDANDSISS","BUD AND SISSY SONG","Use: GN-IS General - Internet Interactive Self-Representing SPOTIR","","",0,"07/01/2017","09/30/2017",.010020,.000000,.000000
"MIKE LUNA\WANDA MALLETTE\BOB MORRISON\MICHAEL MARTIN MURPHY\OMAR PEREZ\PATTI RYAN","ASCAP","DOMESTIC","ASCAP","","BUDANDSISS","BUD AND SISSY SONG","Use: GN-IS General - Internet Interactive Self-Representing SPOTIR","","",0,"07/01/2017","09/30/2017",.006710,.000000,.000000
"MIKE LUNA\WANDA MALLETTE\BOB MORRISON\MICHAEL MARTIN MURPHY\OMAR PEREZ\PATTI RYAN","HFA - CONS. DIG STREAM (SPOTIFY, NAPSTER, RHAPSODY, 7DIGITAL","DOMESTIC","DPDSTREAM","","BUDANDSISS","BUD AND SISSY SONG","","","APPLE  INC",3243,"10/01/2017","12/31/2017",.084900,11.250000,.009551
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","HFA - CONS. DIG STREAM (SPOTIFY, NAPSTER, RHAPSODY, 7DIGITAL","DOMESTIC","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","APPLE  INC",32690,"10/01/2017","12/31/2017",13.706000,15.000000,2.055900
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AMCOS","AUSTRALIA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","AMCOS Streaming Distribution Client","","",42,"07/01/2017","09/30/2017",.077553,13.670000,.010601
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","272495590",250,"07/01/2015","09/30/2015",.024829,14.670000,.003642
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","NCB","SCANDINAVI","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","\\MATS R DBERG & RANKARNA\SEPQM0715981","","17169855",1,"07/01/2016","10/31/2016",.001161,13.670000,.000159
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","NCB","SCANDINAVI","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","\\TWITTY, CONVAY\USWB19903613","","599080",2,"07/01/2016","10/31/2016",.002321,13.670000,.000317
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","PRS","UK","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","Alliance Online Residuals PDS United Kingdom Permanent Download Service Single","","",1,"10/01/2014","09/30/2017",.001714,13.670000,.000234
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AMCOS","AUSTRALIA","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","Itunes Store","","",3,"07/01/2017","09/30/2017",.091654,13.670000,.012529
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-AM Internet Audio and Music Videos Pandora Premium","","",0,"07/01/2017","09/30/2017",.011370,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IS General - Internet Interactive Self-Representing GROVIR","","",0,"07/01/2017","09/30/2017",.043050,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IS General - Internet Interactive Self-Representing IHEART PLUS","","",0,"07/01/2017","09/30/2017",.072330,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IS General - Internet Interactive Self-Representing ITUNIR","","",0,"07/01/2017","09/30/2017",.081450,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IS General - Internet Interactive Self-Representing IHEART ALL ACCESS","","",0,"07/01/2017","09/30/2017",.100230,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IN General - Internet Streaming SLACKER - WWW.SLACKER.COM","","",0,"07/01/2017","09/30/2017",.108930,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AMCOS","NEWZEALAND","BROADMECH","","DONTCALLHI","DON'T CALL HIM A COWBOY","NZ AUDIO/VIDEO PROGRAM DISTRIB","","",6,"10/01/2017","12/31/2017",.343110,13.670000,.046903
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy","T","272495590",1,"07/01/2017","09/30/2017",.026116,14.670000,.003831
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY","F","",9,"07/01/2017","09/30/2017",.303198,14.670000,.044479
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - ONLINE DISTRIBUTIONS","CANADA","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",0,"01/01/2013","09/30/2015",1.857807,14.670000,.272540
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CURB RECORDS","DOMESTIC","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",5,"10/01/2017","12/31/2017",.210000,15.000000,.031500
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","HFA - CONS. DIG STREAM (SPOTIFY, NAPSTER, RHAPSODY, 7DIGITAL","DOMESTIC","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","RHAPSODY INTERNATION",5889,"04/01/2017","06/30/2017",2.672900,15.000000,.400935
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","WARNER MUSIC GROUP","DOMESTIC","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","USWB19903613","Digit","G020000000PZR1",484,"10/01/2017","12/31/2017",19.810000,15.000000,2.971500
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","WARNER MUSIC GROUP","DOMESTIC","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","R8WB19903613","Digit","G020000427931R",15,"10/01/2017","12/31/2017",.690000,15.000000,.103500
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AMCOS","AUSTRALIA","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","Itunes Store","","",2,"10/01/2017","12/31/2017",.050825,13.670000,.006948
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","PRS","UK","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","Alliance Apple Music United Kingdom Limited Download / On Demand Streaming Service Single","","",169,"10/01/2014","09/30/2017",.141764,13.670000,.019379
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","TOUCHTUNES DIGITAL JUKEBOX, INC.","CANADA","DIGJUKEBOX","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",251,"10/01/2017","12/31/2017",.823500,14.670000,.120807
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","TOUCHTUNES DIGITAL JUKEBOX, INC.","CANADA","DIGJUKEBOX","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",1850,"10/01/2017","12/31/2017",6.817500,14.670000,1.000127
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","TOUCHTUNES DIGITAL JUKEBOX, INC.","CANADA","DIGJUKEBOX","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",4,"10/01/2017","12/31/2017",.013500,14.670000,.001980
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AMI ENTERTAINMENT / ROWE INTERNATIONAL","DOMESTIC","DIGJUKEBOX","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",1086,"10/01/2017","12/31/2017",2.932200,15.000000,.439830
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AMI ENTERTAINMENT / ROWE INTERNATIONAL","DOMESTIC","DIGJUKEBOX","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",13,"10/01/2017","12/31/2017",.035100,15.000000,.005265
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION (FREE TRIAL)","","",0,"07/01/2017","09/30/2017",.287820,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","PRS","UK","DPDDOWNLD","","DONTCALLHI","DON'T CALL HIM A COWBOY","Alliance iTunes United Kingdom Permanent Download Service Single","","",1,"10/01/2014","09/30/2017",.004879,13.670000,.000667
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AMCOS","NEWZEALAND","BROADMECH","","DONTCALLHI","DON'T CALL HIM A COWBOY","NZ AUDIO/VIDEO PROGRAM DISTRIB","","",6,"07/01/2017","09/30/2017",.199085,13.670000,.027215
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: RD-CO Radio - Country","","",0,"07/01/2017","09/30/2017",117.130870,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IS General - Internet Interactive Self-Representing SPOTIR","","",0,"07/01/2017","09/30/2017",5.048970,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IN General - Internet Streaming APPLE SUBSCRIPTION","","",0,"07/01/2017","09/30/2017",4.777240,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-BA General - Background/Foreground MUSIC CHOICE","","",0,"07/01/2017","09/30/2017",2.634170,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-BA General - Background/Foreground TOUCHTUNES","","",0,"07/01/2017","09/30/2017",1.615040,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IS General - Internet Interactive Self-Representing IHEART FREE","","",0,"07/01/2017","09/30/2017",1.397280,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-BA General - Background/Foreground AMI","","",0,"07/01/2017","09/30/2017",1.350560,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IS General - Internet Interactive Self-Representing SPOTIFY - ADDITIONAL INTERIM FEES","","",0,"07/01/2017","09/30/2017",1.261590,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-AM Internet Audio and Music Videos YOUTUBE - AUDIO PERFORMANCES","","",0,"07/01/2017","09/30/2017",.784740,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","ASCAP","DOMESTIC","ASCAP","","DONTCALLHI","DON'T CALL HIM A COWBOY","Use: GN-IS General - Internet Interactive Self-Representing RHAPSODY","","",0,"07/01/2017","09/30/2017",.534590,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","272495590",2177,"01/01/2016","03/31/2016",.900588,14.670000,.132116
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","340891600",3,"10/01/2015","12/31/2015",.002215,14.670000,.000325
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","340891600",1,"07/01/2015","09/30/2015",.000100,14.670000,.000015
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","272495590",1120,"10/01/2015","12/31/2015",.451836,14.670000,.066284
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","APRA","NEWZEALAND","FORPERFORM","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",0,"07/01/2017","09/30/2017",.127825,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","APRA","AUSTRALIA","FORPERFORM","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",0,"07/01/2017","09/30/2017",.348507,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","STIM","SCANDINAVI","MECHANICAL","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",0,"04/01/2017","06/30/2017",.020894,13.670000,.002856
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","STIM","SCANDINAVI","MECHANICAL","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",0,"04/01/2016","06/30/2016",.006965,13.670000,.000952
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","STIM","SCANDINAVI","FORPERFORM","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",0,"04/01/2017","06/30/2017",.025537,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","STIM","SCANDINAVI","FORPERFORM","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",0,"04/01/2016","06/30/2016",.012769,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","PRS","UK","FORPERFORM","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",0,"07/01/2017","09/30/2017",.079212,.000000,.000000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AMCOS","AUSTRALIA","KARAOKE","","DONTCALLHI","DON'T CALL HIM A COWBOY","Capital Karaoke","","",1,"07/01/2017","09/30/2017",.021150,13.670000,.002891
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AUDIAM","DOMESTIC","SYNCH","","DONTCALLHI","DON'T CALL HIM A COWBOY","YOUTUBE","","",255,"11/01/2017","11/30/2017",.065473,15.000000,.009821
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AUDIAM","DOMESTIC","SYNCH","","DONTCALLHI","DON'T CALL HIM A COWBOY","YOUTUBE / RED","","",19,"11/01/2017","11/30/2017",.016175,15.000000,.002426
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AUDIAM","DOMESTIC","SYNCH","","DONTCALLHI","DON'T CALL HIM A COWBOY","YOUTUBE / RED","","",1,"01/01/2016","12/31/2016",.000890,15.000000,.000134
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AUDIAM","DOMESTIC","SYNCH","","DONTCALLHI","DON'T CALL HIM A COWBOY","YOUTUBE","","",277,"12/01/2017","12/31/2017",.073620,15.000000,.011043
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","AUDIAM","DOMESTIC","SYNCH","","DONTCALLHI","DON'T CALL HIM A COWBOY","YOUTUBE / RED","","",18,"12/01/2017","12/31/2017",.018171,15.000000,.002726
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","MECHANICAL","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","00767 3280352",267,"10/01/2017","12/31/2017",3.870000,15.000000,.580500
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","UMG RECORDINGS, INC.","DOMESTIC","MECHANICAL","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","00767 3280352",65,"10/01/2017","12/31/2017",.940000,15.000000,.141000
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","340891600",1,"01/01/2016","03/31/2016",.000638,14.670000,.000094
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","272495590",2934,"04/01/2016","06/30/2016",1.202600,14.670000,.176421
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","340891600",2,"04/01/2016","06/30/2016",.000993,14.670000,.000146
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","272495590",3254,"07/01/2016","09/30/2016",1.364238,14.670000,.200134
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","340891600",4,"07/01/2016","09/30/2016",.001984,14.670000,.000291
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","272495590",2801,"10/01/2016","12/31/2016",1.340070,14.670000,.196588
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","340891600",3,"10/01/2016","12/31/2016",.001042,14.670000,.000153
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","272495590",2907,"01/01/2017","03/31/2017",1.395969,14.670000,.204789
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","272495590",3396,"04/01/2017","06/30/2017",1.521160,14.670000,.223154
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","340891600",8,"01/01/2017","03/31/2017",.004275,14.670000,.000627
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","340891600",8,"04/01/2017","06/30/2017",.004115,14.670000,.000604
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","272495590",3935,"07/01/2017","09/30/2017",1.748480,14.670000,.256502
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - APPLE MUSIC CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him a Cowboy (LP Version)","","340891600",8,"07/01/2017","09/30/2017",.003505,14.670000,.000514
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - CPCC (PRIVATE COPY)","CANADA","MECHANICAL","","DONTCALLHI","DON'T CALL HIM A COWBOY","","","",82,"01/01/2016","12/31/2016",1.083051,14.670000,.158884
"DEBBIE HUPP\FRED MACRAE\BOB MORRISON","CMRRA - GOOGLE INC. CANADA","CANADA","DPDSTREAM","","DONTCALLHI","DON'T CALL HIM A COWBOY","CONWAY TWITTY\Don't Call Him A Cowboy","F","19d59d96868ceebfd969",154,"07/01/2017","09/30/2017",.035591,14.670000,.005221
