"Period","Period Description","STATEMENT FREQUENCY - 3/6","CLIENT CODE","Payee Code","SONG TITLE","SONG CODE","SCOMPNAM","SOURCE NAME","SOURCE OF INCOME CODE","INCOME TYPE : 01 - 25","PRODUCT / CATALOG NO","INCOME PERIOD - YYMM FROM &YYMM TO","DISTRIBUTION NO.","PERCENT RECEIVED BY SENDER OF MONEY","OUR SHARE - PERCENT RECEIVED BY US","FRACTION RCVD NUMERATOR","FRACTION RCVD DENOMINATOR","AMOUNT RECEIVED","UNITS SOLD","ROYALTY PAYABLE","PERCENTAGE PAYABLE","AT SOURCE RATE","COMPANY CODE","SUB CODE","ROY STMT NOTE NUMBER","Royalty Note","STAT ID, POS 1-2, YY","STAT ID, POS 3-7, 99999","ROYALTY COUNTRY CODE","SOURCE NAME" 
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",4   ,"               ",20012003  ,0     ,.000     ,6.250    ,0    ,0    ,52.35            ,0        ,24.87            ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",8   ,"               ",20012003  ,0     ,.000     ,.000     ,0    ,0    ,.35              ,0        ,.25              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"ISRA","ISRAEL                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",16  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.01              ,0        ,.01              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"AUTR","AUSTRIA                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",16  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.06              ,0        ,.03              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"FRAN","FRANCE                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",16  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.21              ,0        ,.10              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"GERM","GERMANY                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",16  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.06              ,0        ,.03              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"ITAL","ITALY                                   "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",16  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.01              ,0        ,.01              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"NORW","NORWAY                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",16  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.02              ,0        ,.01              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"SPAI","SPAIN                                   "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",16  ,"               ",20012003  ,0     ,.000     ,6.250    ,0    ,0    ,.04              ,0        ,.02              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"SWED","SWEDEN                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",16  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.03              ,0        ,.02              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"SWIT","SWITZERLAND                             "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",16  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.14              ,0        ,.07              ,50.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"UKIN","UNITED KINGDOM                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",21  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.07              ,0        ,.05              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"AUTR","AUSTRIA                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",21  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.04              ,0        ,.03              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"BELG","BELGIUM                                 "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",21  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.01              ,0        ,.01              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"CYPR","CYPRUS                                  "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",21  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.02              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"CZEC","CZECH REPUBLIC                          "
"2020/4","OCTOBER - DECEMBER 2020          \iMaest",6  ,62456   ,62456   ,"ALIVE                                             ",956617   ,"CRAFT/LICIS/LITTLEMORE/SLOAN/SOUILLART                                          ","CTM BV                                  ","CPMH",21  ,"               ",20012003  ,0     ,.000     ,100.000  ,0    ,0    ,.03              ,0        ,.02              ,75.000   ,.000     ,"P1",0   ,0          ,"                                                                                               ","20",3256   ,"DENM","DENMARK                                 "
