Source,Normalized_Source
ANNAMYLOVE MUSIC / FUCK YOU DAVE / HALLA!HALLA! PUBLISHING / KOBALT MUSIC PUBLISHING LIMITED / LATE 80'S MUSIC / LUKAS GRAHAM SONGS / MARTIN SHADOWSKI MUSIC GROUP / MXM MUSIC AB / STEFPUBLISHING / THEN WE TAKE THE WORLD / THOU ART THE HUNGER / W B MUSIC C,Annamylove Music
ANR,ANR
ANTENA 1,TV - General
ANTENA 3,TV - General
Antena 8,TV - General
ANTENA NEOX,TV - General
ANTENA NOVA,TV - General
AP-ALTERNATIVO AUDIOVISUAL,Alternativo TV
AP-ALTERNATIVO PLANILHA,Alternativo TV
AP-CARNAVAL,TV - General
AP-CASAS DE DIVERS?O,TV - General
AP-CASAS DE DIVERSÃO,TV - General
AP-CASAS DE FESTAS,TV - General
AP-CASAS DE FESTAS E DIVERSÃO,TV - General
AP-GRUPO MÚSICA,TV - General
AP-INTERNET DEMAIS,TV - General
AP-INTERNET SIMULCASTING,TV - General
AP-JORN. ESP. PLANILHA,TV - General
AP-MÚSICA AO VIVO,TV - General
AP-R?DIOS+DG,TV - General
AP-RÁDIOS+DG,TV - General
AP-SHOW,TV - General
AP-SONORIZA??O AMBIENTAL,TV - General
AP-SONORIZAÇÃO AMBIENTAL,TV - General
AP-TV DIÁRIO + DIREITOS GERAIS,TV - General
AP-TV GAZETA+DG,TV - General
AP-TV GLOBO+DG,TV - General
AP-TV OB. MUS. OUT. EMISSORAS+DG,TV - General
AP-TV RECORD+DG,TV - General
AP-TV REDE VIDA+DG,TV - General
AP-TV SBT+DG,TV - General
AP-VARIEDADE PLANILHA,TV - General
AP2 OTHER COMPA,TV - General
AP86 MULTIMEDIA,TV - General
APDAYC,APDAYC
APPLE,Apple Music
APPLE (SUBSCRIPTION & LINEAR AGREEMENT),Apple Music
Apple Canada Inc.,Apple Music
APPLE CHANNEL SUBSCRIPTIONS,Apple Music
Apple Computer Inc.,Apple Music
Apple Computers Inc.,Apple Music
APPLE DI,Apple Music
APPLE DISTRIBUTION I,Apple Music
APPLE DISTRIBUTION INTERNATION,Apple Music
APPLE DISTRIBUTION INTERNATIONAL,Apple Music
APPLE DISTRIBUTION INTERNATIONAL LTD.,Apple Music
APPLE DISTRIBUTION INTERNATIONAL ULC,Apple Music
APPLE DISTRIBUTION INTERNATIONAL ULC - 3FOR1-WINBACK-INDIVIDUAL - IRELAND - STREAMING ON DEMAND,Apple Music
"APPLE DISTRIBUTION INTERNATIONAL ULC - APPLE DISTRIBUTION INTERNATION - IRELAND - DOWNLOAD,?OTHER?",Apple Music
"APPLE DISTRIBUTION INTERNATIONAL ULC - APPLE DISTRIBUTION INTERNATION - IRELAND - DOWNLOAD, OTHER ",Apple Music
APPLE DISTRIBUTION INTERNATIONAL ULC - FAMILY - IRELAND - STREAMING ON DEMAND ,Apple Music
APPLE DISTRIBUTION INTERNATIONAL ULC - INDIVIDUAL - IRELAND - STREAMING ON DEMAND ,Apple Music
APPLE DISTRIBUTION INTERNATIONAL ULC - INDIVIDUALANNUAL - IRELAND - STREAMING ON DEMAND ,Apple Music
APPLE DISTRIBUTION INTERNATIONAL ULC - STUDENT - IRELAND - STREAMING ON DEMAND ,Apple Music
APPLE DISTRIBUTION INTERNATIONAL ULC - TRIAL - IRELAND - STREAMING ON DEMAND ,Apple Music
APPLE FITNESS,Apple Music
APPLE INC,Apple Music
APPLE INC - FAMILY,Apple Music
APPLE INC - INDIVIDUAL,Apple Music
APPLE INC - INDIVIDUALANNUAL,Apple Music
APPLE INC - LYRICS,Apple Music
APPLE INC - MATCH,Apple Music
APPLE INC - STUDENT,Apple Music
APPLE INC - TRIAL,Apple Music
APPLE INC.,Apple Music
Apple iRadio,Apple Music
APPLE ITUNES,Apple Music
"APPLE ITUNES, CANADA",Apple Music
APPLE LIVE RADIO (BEATS 1),Apple Music
APPLE LIVE RADIO (BEATS 1) GLOBAL RADIO,Apple Music
APPLE MUSI,Apple Music
APPLE Music,Apple Music
Apple Music - Unmatched Analog,Apple Music
APPLE MUSIC 201,Apple Music
Apple Music 3-for-1 Familj Str,Apple Music
Apple Music 3-for-1 Individual,Apple Music
APPLE MUSIC CAMBODIA 2016Q4,Apple Music
APPLE MUSIC CAMBODIA 2017Q1,Apple Music
APPLE MUSIC CAMBODIA 2017Q2,Apple Music
APPLE MUSIC CAMBODIA 2017Q3,Apple Music
APPLE MUSIC CAMBODIA 2017Q4,Apple Music
APPLE MUSIC CAMBODIA 2018Q1,Apple Music
APPLE MUSIC CAMBODIA 2018Q2,Apple Music
APPLE MUSIC CAMBODIA 2018Q3,Apple Music
APPLE MUSIC CAMBODIA 2018Q4,Apple Music
APPLE MUSIC CAMBODIA 2019Q1,Apple Music
APPLE MUSIC CAMBODIA 2019Q2,Apple Music
Apple Music Carrier1 Streaming,Apple Music
Apple Music Carrier3 Streaming,Apple Music
Apple Music Carrier4 Streaming,Apple Music
Apple Music Carrier5 Streaming,Apple Music
APPLE MUSIC CHINA 2016Q4,Apple Music
APPLE MUSIC CHINA 2017Q1,Apple Music
APPLE MUSIC CHINA 2017Q2,Apple Music
APPLE MUSIC CHINA 2017Q3,Apple Music
APPLE MUSIC CHINA 2017Q4,Apple Music
APPLE MUSIC CHINA 2018Q1,Apple Music
APPLE MUSIC CHINA 2018Q2,Apple Music
APPLE MUSIC CHINA 2018Q3,Apple Music
APPLE MUSIC CHINA 2018Q4,Apple Music
APPLE MUSIC CN - WCM 2019Q1,Apple Music
APPLE MUSIC CN - WCM 2019Q2,Apple Music
APPLE MUSIC CN - WCM 2019Q3,Apple Music
APPLE MUSIC CN - WCM 2019Q4,Apple Music
Apple Music EE Stude,Apple Music
APPLE MUSIC FAMILY,Apple Music
Apple Music Family Streaming E,Apple Music
Apple Music Family Streaming N,Apple Music
APPLE MUSIC HK,Apple Music
APPLE MUSIC HK 2019Q1,Apple Music
APPLE MUSIC HK 2019Q2,Apple Music
APPLE MUSIC HK 2019Q3,Apple Music
APPLE MUSIC HONG KONG 2015Q3,Apple Music
APPLE MUSIC HONG KONG 2015Q4,Apple Music
APPLE MUSIC HONG KONG 2016Q1,Apple Music
APPLE MUSIC HONG KONG 2016Q2,Apple Music
APPLE MUSIC HONG KONG 2016Q3,Apple Music
APPLE MUSIC HONG KONG 2016Q4,Apple Music
APPLE MUSIC HONG KONG 2017Q1,Apple Music
APPLE MUSIC HONG KONG 2017Q2,Apple Music
APPLE MUSIC HONG KONG 2017Q3,Apple Music
APPLE MUSIC HONG KONG 2017Q4,Apple Music
APPLE MUSIC HONG KONG 2018Q1,Apple Music
APPLE MUSIC HONG KONG 2018Q2,Apple Music
APPLE MUSIC HONG KONG 2018Q3,Apple Music
APPLE MUSIC HONG KONG 2018Q4,Apple Music
APPLE MUSIC ID 2019Q3,Apple Music
APPLE MUSIC ID OBO 2019Q3,Apple Music
Apple Music Individ ?r Streami,Apple Music
Apple Music Individ År Streami,Apple Music
APPLE MUSIC INDIVIDUAL,Apple Music
Apple Music Individual Streami,Apple Music
APPLE MUSIC INDONESIA 2016Q2,Apple Music
APPLE MUSIC INDONESIA 2016Q4,Apple Music
APPLE MUSIC INDONESIA 2017Q1,Apple Music
APPLE MUSIC INDONESIA 2017Q2,Apple Music
APPLE MUSIC INDONESIA 2017Q3,Apple Music
APPLE MUSIC INDONESIA 2018Q1,Apple Music
APPLE MUSIC INDONESIA 2018Q2,Apple Music
APPLE MUSIC INDONESIA 2018Q3,Apple Music
APPLE MUSIC INDONESIA 2018Q4,Apple Music
APPLE MUSIC INDONESIA 2019Q1,Apple Music
APPLE MUSIC INDONESIA 2019Q2,Apple Music
APPLE MUSIC KH 2019Q3,Apple Music
APPLE MUSIC LA 2019Q3,Apple Music
APPLE MUSIC LAOS 2016Q4,Apple Music
APPLE MUSIC LAOS 2017Q1,Apple Music
APPLE MUSIC LAOS 2017Q2,Apple Music
APPLE MUSIC LAOS 2017Q3,Apple Music
APPLE MUSIC LAOS 2017Q4,Apple Music
APPLE MUSIC LAOS 2018Q1,Apple Music
APPLE MUSIC LAOS 2018Q2,Apple Music
APPLE MUSIC LAOS 2018Q3,Apple Music
APPLE MUSIC LAOS 2018Q4,Apple Music
APPLE MUSIC LAOS 2019Q1,Apple Music
APPLE MUSIC LAOS 2019Q2,Apple Music
APPLE MUSIC LK 2019Q3,Apple Music
Apple Music LV Stude,Apple Music
APPLE MUSIC MACAU 2016Q4,Apple Music
APPLE MUSIC MACAU 2017Q1,Apple Music
APPLE MUSIC MACAU 2017Q2,Apple Music
APPLE MUSIC MACAU 2017Q3,Apple Music
APPLE MUSIC MACAU 2017Q4,Apple Music
APPLE MUSIC MACAU 2018Q1,Apple Music
APPLE MUSIC MACAU 2018Q2,Apple Music
APPLE MUSIC MACAU 2018Q3,Apple Music
APPLE MUSIC MACAU 2018Q4,Apple Music
APPLE MUSIC MACAU 2019Q1,Apple Music
APPLE MUSIC MACAU 2019Q2,Apple Music
APPLE MUSIC MALAYSIA 2017Q1,Apple Music
APPLE MUSIC MALAYSIA 2017Q2,Apple Music
APPLE MUSIC MALAYSIA 2017Q3,Apple Music
APPLE MUSIC MALAYSIA 2017Q4,Apple Music
APPLE MUSIC MALAYSIA 2018Q1,Apple Music
APPLE MUSIC MALAYSIA 2018Q2,Apple Music
APPLE MUSIC MALAYSIA 2018Q3,Apple Music
APPLE MUSIC MALAYSIA 2018Q4,Apple Music
APPLE MUSIC MALAYSIA 2019Q1,Apple Music
APPLE MUSIC MALAYSIA 2019Q2,Apple Music
APPLE MUSIC MN 2019Q3,Apple Music
APPLE MUSIC MO 2019Q3,Apple Music
APPLE MUSIC MO OBO 2019Q3,Apple Music
APPLE MUSIC MONGOLIA 2016Q4,Apple Music
APPLE MUSIC MONGOLIA 2017Q1,Apple Music
APPLE MUSIC MONGOLIA 2017Q2,Apple Music
APPLE MUSIC MONGOLIA 2017Q3,Apple Music
APPLE MUSIC MONGOLIA 2017Q4,Apple Music
APPLE MUSIC MONGOLIA 2018Q1,Apple Music
APPLE MUSIC MONGOLIA 2018Q2,Apple Music
APPLE MUSIC MONGOLIA 2018Q3,Apple Music
APPLE MUSIC MONGOLIA 2018Q4,Apple Music
APPLE MUSIC MONGOLIA 2019Q1,Apple Music
APPLE MUSIC MONGOLIA 2019Q2,Apple Music
APPLE MUSIC MY 2019Q3,Apple Music
APPLE MUSIC NEPAL 2017Q3,Apple Music
APPLE MUSIC NEPAL 2017Q4,Apple Music
APPLE MUSIC NEPAL 2018Q1,Apple Music
APPLE MUSIC NEPAL 2018Q2,Apple Music
APPLE MUSIC NEPAL 2018Q3,Apple Music
APPLE MUSIC NEPAL 2018Q4,Apple Music
APPLE MUSIC NEPAL 2019Q1,Apple Music
APPLE MUSIC NP 2019Q2,Apple Music
APPLE MUSIC NP 2019Q3,Apple Music
APPLE MUSIC PHILIPPINES 2016Q4,Apple Music
APPLE MUSIC PHILIPPINES 2017Q1,Apple Music
APPLE MUSIC PHILIPPINES 2017Q2,Apple Music
APPLE MUSIC PHILIPPINES 2017Q4,Apple Music
APPLE MUSIC PHILIPPINES 2018Q1,Apple Music
APPLE MUSIC PHILIPPINES 2018Q2,Apple Music
APPLE MUSIC PHILIPPINES 2018Q3,Apple Music
APPLE MUSIC PHILIPPINES 2018Q4,Apple Music
APPLE MUSIC SINGAPORE 2016Q2,Apple Music
APPLE MUSIC SINGAPORE 2016Q4,Apple Music
APPLE MUSIC SINGAPORE 2017Q1,Apple Music
APPLE MUSIC SINGAPORE 2017Q2,Apple Music
APPLE MUSIC SINGAPORE 2018Q1,Apple Music
APPLE MUSIC SINGAPORE 2018Q2,Apple Music
APPLE MUSIC SINGAPORE 2018Q3,Apple Music
APPLE MUSIC SINGAPORE 2018Q4,Apple Music
APPLE MUSIC SINGAPORE 2019Q1,Apple Music
APPLE MUSIC SRI LANKA 2016Q4,Apple Music
APPLE MUSIC SRI LANKA 2017Q1,Apple Music
APPLE MUSIC SRI LANKA 2017Q2,Apple Music
APPLE MUSIC SRI LANKA 2017Q3,Apple Music
APPLE MUSIC SRI LANKA 2017Q4,Apple Music
APPLE MUSIC SRI LANKA 2018Q1,Apple Music
APPLE MUSIC SRI LANKA 2018Q2,Apple Music
APPLE MUSIC SRI LANKA 2018Q3,Apple Music
APPLE MUSIC SRI LANKA 2018Q4,Apple Music
APPLE MUSIC SRI LANKA 2019Q1,Apple Music
APPLE MUSIC SRI LANKA 2019Q2,Apple Music
APPLE MUSIC STREAMING FRANCE,Apple Music
APPLE MUSIC STREAMING LUXEMBOU,Apple Music
APPLE MUSIC STREAMING NORDEN &,Apple Music
Apple Music Streaming Norden/B,Apple Music
APPLE MUSIC STUDENT,Apple Music
Apple Music Student Streaming,Apple Music
APPLE MUSIC TAIWAN - WA 2017Q3,Apple Music
APPLE MUSIC TAIWAN - WA 2017Q4,Apple Music
APPLE MUSIC TAIWAN - WA 2018Q1,Apple Music
APPLE MUSIC TAIWAN - WA 2018Q2,Apple Music
APPLE MUSIC TAIWAN - WA 2018Q3,Apple Music
APPLE MUSIC TAIWAN - WA 2018Q4,Apple Music
APPLE MUSIC TAIWAN - WA 2019Q1,Apple Music
APPLE MUSIC TAIWAN - WA 2019Q2,Apple Music
APPLE MUSIC TAIWAN 2016Q2,Apple Music
APPLE MUSIC TAIWAN 2016Q4,Apple Music
APPLE MUSIC TAIWAN 2017Q1,Apple Music
APPLE MUSIC TAIWAN 2017Q2,Apple Music
APPLE MUSIC TH 2019Q3,Apple Music
APPLE MUSIC TH OBO 2019Q3,Apple Music
APPLE MUSIC THAILAND 2016Q2,Apple Music
APPLE MUSIC THAILAND 2016Q4,Apple Music
APPLE MUSIC THAILAND 2017Q1,Apple Music
APPLE MUSIC THAILAND 2017Q2,Apple Music
APPLE MUSIC THAILAND 2017Q3,Apple Music
APPLE MUSIC THAILAND 2017Q4,Apple Music
APPLE MUSIC THAILAND 2018Q1,Apple Music
APPLE MUSIC THAILAND 2018Q2,Apple Music
APPLE MUSIC THAILAND 2018Q3,Apple Music
APPLE MUSIC THAILAND 2018Q4,Apple Music
APPLE MUSIC THAILAND 2019Q1,Apple Music
APPLE MUSIC THAILAND 2019Q2,Apple Music
APPLE MUSIC TRI,Apple Music
APPLE MUSIC TRIAL,Apple Music
Apple Music Trial Streaming Eu,Apple Music
Apple Music Trial Streaming No,Apple Music
APPLE MUSIC TW - WARNER 2019Q3,Apple Music
APPLE MUSIC VIETNAM 2016Q4,Apple Music
APPLE MUSIC VIETNAM 2017Q1,Apple Music
APPLE MUSIC VIETNAM 2017Q2,Apple Music
APPLE MUSIC VIETNAM 2017Q3,Apple Music
APPLE MUSIC VIETNAM 2018Q1,Apple Music
APPLE MUSIC VIETNAM 2018Q2,Apple Music
APPLE MUSIC VIETNAM 2018Q3,Apple Music
APPLE MUSIC VIETNAM 2018Q4,Apple Music
APPLE MUSIC VIETNAM 2019Q1,Apple Music
APPLE MUSIC VIETNAM 2019Q2,Apple Music
APPLE MUSIC VN 2019Q3,Apple Music
APPLE OTHER,Apple Music
Apple South Pacific,Apple Music
APPLE SUBSCRIPTION,Apple Music
APPLE SUBSCRIPTION (FREE TRIAL),Apple Music
APPLE VIDEO ON DEMAND,Apple Music
"APPLE, INC",Apple Music
Apple/Family,Apple Music
Apple/Ind.Ann,Apple Music
Apple/Indiv.,Apple Music
Apple/Student,Apple Music
Apple/Trial,Apple Music
APPLEDI,Apple Music
APPLEDISTRIBUT,Apple Music
AppleDistributi,Apple Music
APPLEDISTRIBUTIONI,Apple Music
APPLEFAMILY,Apple Music
APPLEINC,Apple Music
APPLEINDIV,Apple Music
APPLEKOREA,Apple Music
APPLEMUSIC,Apple Music
APPLEMUSIC 3FOR1 WINBACK FAMIL,Apple Music
APPLEMUSIC 3FOR1 WINBACK INDIV,Apple Music
APPLEMUSIC CARRIER1,Apple Music
APPLEMUSIC CARRIER3,Apple Music
APPLEMUSIC CARRIER4,Apple Music
APPLEMUSIC CARRIER5,Apple Music
APPLEMUSIC DSRF,Apple Music
APPLEMUSIC FAMILY,Apple Music
APPLEMUSIC INDIVIDUAL,Apple Music
APPLEMUSIC INDIVIDUAL ANNUAL,Apple Music
APPLEMUSIC INTRO PRICING,Apple Music
APPLEMUSIC SON TEL FRANCE,Apple Music
APPLEMUSIC STREAM,Apple Music
APPLEMUSIC STUDENT,Apple Music
APPLEMUSIC TELECHARG FRANCE,Apple Music
APPLEMUSIC TRIAL,Apple Music
APPLEMUSICDSRF,Apple Music
APPLEMUSICEESTUDENT,Apple Music
APPLEMUSICFAMI,Apple Music
APPLEMUSICHK,Apple Music
APPLEMUSICHON,Apple Music
APPLEMUSICINDI,Apple Music
APPLEMUSICLVSTUDENT,Apple Music
APPLEMUSICTRI,Apple Music
APPLEMUSICUSA,Apple Music
APPLESTUDENT,Apple Music
APPLETRIAL,Apple Music
APRA,APRA AMCOS
APRA-卡拉OK,APRA AMCOS
APV,APV
AQUA GYM KFT.,Aqua Gym Kft
ARAGON TV,TV - General
ARCI SOLIDARIETA ONLUS,Arci Solidarieta Onlus
"ARENA (FOXTEL, GALAXY, EAST CO",Arena
ARENAE AS,Arenae AS
Argentinian (SA,SADAIC
Ariola,Ariola
Arion Music - P,Arion Music
Arirang FM,Radio - General
ARMAUTHOR,ARMAUTHOR
ARMONIAS ZIPAQU,Armonias Zipaqu
Arrow FM (107.8 Hast,Radio - General
ARTD,ARTD
ARTE,ARTE
ARTISJUS,ARTISJUS
ARTIST MEDIA OÜ,Artist Media OU
ARTISTMEDIAO,Artist Media OU
ARTISTSISERAADIODO,Radio - General
ARTV,ARTV
arvato m,Arvato M
ASCAP,ASCAP
ASCAP - DOMESTIC,ASCAP
ASCAP - FOREIGN,ASCAP
ASCAP - Netflix Additional Fee,Netflix
ASCAP - Reprocess,ASCAP
ASCAP - Reprocessing,ASCAP
ASCAP - YouTube/Facebook Proxy Data,YouTube
ASD MARY''S CLUB SCHOOL DANCE,ASD Mary's Club School Dance
ASN,ASN
ASOAM STEREO 10,ASOAM Stero
ASOCIACION COMU,Other
ASPIRO A,Aspiro
Aspiro AB,Aspiro
ASPIROA,Aspiro
ASPIROAB,Aspiro
ASR PETROL KFT.,Other
ASS. ARTISTICO-CULTURALE RCM L,Ass. Artistico-Culturale Rcm L
ASS. DYNAMO CAMP ONLUS,Ass. Dynamo Camp Onlus
ASS. STUDENTESCA UNIV. UNICA R,Ass. Studentesca Univ. Unica R
ASS.CULT. F. LO BUE Internet P,Ass.Cult. F. Lo Bue Internet P
ASSOCIAZIONE CULT.MUS.GROOVE M,Groove
ASSOCIAZIONE CULTURALE CERCHI,Associazione Culturale Cerchi
ASSOCIAZIONE CULTURALE STUDIOR,Associazione Culturale Studior
ASSOCIAZIONE DIGITAL RADIO FOL,Associazione Digital Radio Fol
ASSOCIAZIONE EDISON,Associazione Edison
ASSOCIAZIONEKOMITATO RADIOATTI,Radio - General
At The Races No,At The Races No
ATHENEE ROYAL DU CONDROZ,Athenee Royal Du Condroz
Athletics - Track & Field - G,Athletics - Track & Field
ATL,ATL
ATL 7 DIGITAL MEDIA,7 Digital
ATL 7DIGITAL,7 Digital
ATL ACOUSTIC SOUNDS,Acoustic Sounds
ATL AMAZON DOWNLOAD STORE,Amazon
ATL APPLE ITUNES,iTunes
ATL APPLE MUSIC,Apple Music
ATL BEATPORT,Beatport
ATL GOOGLE PLAY,Google
ATL HD TRACKS,HDTracks
ATL MEDIANET,MediaNet
ATL MICROSOFT GROOVE MUSIC,Groove
ATL MIX & BURN,Mix & Burn
ATL NEUROTIC MEDIA,Neurotic Media
ATL ONMOBILE LIVE,OnMobile
ATL PROSTUDIOMASTERS,ProStudioMasters
ATL QOBUZ,Qobuz
ATL RED TOUCH MEDIA,Red Touch Media
ATL TIDAL/WIMP,Wimp
ATL YOUTUBE,YouTube
ATL YOUTUBE PREMIUM,YouTube
ATLANTIC RECORDING CORP,Atlantic Records
Atlantic Records,Atlantic Records
ATLANTICONE INCORPORATED KFT.,Atlanticone Incorporated Kft
ATSI (ABORIGINAL & TORRES STRA,ATSI
ATSI (AUSTRALIAN COMMUNITY RAD,Radio - General
ATSI STATION,ATSI
ATTU,ATTU
ATTU TV,TV - General
AUBERGEDEBOON,Aubergedeboon
"AUDIENZIA MARKETING, S.L.",Audenzia Marketing SL
AUDIO SYSTEEM STOREVER 2018,Other
AUDIO SYSTEM MOOD 2017,Other
AUDIO SYSTEM MOOD 2018,Other
AUDIO SYSTEM MOOD 2019,Other
AUDIO-ADVERT-ON,Other
AUDIO-PAGM-FTD-,Other
AUDIO-SUBSCR-ON,Other
AUDIO/VIDEO PROGRAM DISTRIBUTO,Other
AUDIOBYTE LLC,Audiobyte
AUDIOFA3,Audiofa3
audiomack,Audiomack
Audiomack Inc.,Audiomack
Audiopilot (NZ) Limited,Audiopilot
AUDIOSYSTEEMS,Audiosystems
AUDIOSYSTEMMO,Audiosystems
AUDIOVISUAL AUDIOVISUAL,Audiovisual - General
Audiovisuals Commercials,Audiovisual - General
Audiovisuals Homevideo Contrac,Audiovisual - General
Audiovisuals Low Budget,Audiovisual - General
Audiovisuals Overig,Audiovisuals Overig
AUDITORIUM AMELBERGA,Auditorium Amelberga
AUME,AUME
AUPEO,AUPEO
AUR,AUR
AURIS MEDIA KFT.,Auris Media Kft
"AUST DISCO REVENUE (""SPECIAL R",Australia - General
AUST DOWNLOAD (AMCOS TRANSFER),APRA AMCOS
AUST ONLINE LICENCE - TRUSTEE,Australia - General
AUST PUBLIC RADIO (CHRISTIAN R,Australia - General
AUST RADIO BLANKET LICENCE,Australia - General
AUST RINGTONE ( AMCOS TRANSFER,APRA AMCOS
AUSTRALIAN DISCO (COPY VHITS),Australia - General
AUSTRALIAN FUNERAL DIRECTORS A,Australia - General
AUSTRALIAN MISC PERFS (INCL. F,Australia - General
AUSTRALIAN PUBLIC RADIO,Australia - General
AUSTRALIAN PUBLIC RADIO (AKA 4,Australia - General
AUSTRALIAN PUBLIC RADIO (CHRIS,Australia - General
AUSTRALIAN SCHOOLS (CAL DATA),Australia - General
AUSTRALIAN SOUND FILM (POINTS,Australia - General
AUSTRALIAN STREAMING - SPOTIFY,Australia - General
Austrian (AKM),AKM
AUTODIA,AUTODIA
AUTON MNY,Auton MNY
AVENUE C MUSIC,Avenue C Music
AVID LIMITED,Avid
AVID LTD,Avid
AVIS NAZIONALE,Avis Nazionale
AVS EEKLO,AVS Eeklo
AXN Black (Sci-Fi) C,AXN
AXN Poland (NSPD),AXN
AXN Poland Low Peak,AXN
AXN Poland Non Peak,AXN
AZIENDA SPECIALE PALAEXPO,Azienda Speciale Palaexpo
AZTECA COM. NOT-DEP-ENTRETENIM,TV - General
AZTECA NOT-DEP-ENTRETENIMIENTO,TV - General
AZUCAR STEREO,Radio - General
BABBOLEO,Radio - General
BACANA STEREO 9,Radio - General
Background Mus ISRC,ISRC
BACKGROUND MUSIC AU-APPLE [ANA,Apple Music
BACKGROUND MUSIC AU-NIGHTLIFE,Nightlife
BACKGROUND MUSIC AU-SPOTIFY [A,Spotify
BACKGROUND MUSIC AU-WOOLWORTHS,Woolworths
BACKGROUND MUSIC AU-WWORTHS [J,Woolworths
BACKGROUND MUSIC AU-WWORTHS [O,Woolworths
BACKGROUND MUSIC NZ-APPLE [ANA,Apple Music
BACKGROUND MUSIC NZ-SPOTIFY [A,Spotify
BACKGROUND MUSIC-BEIJING,China - General
Background: Cafe/Restaurant/Bar,Performance - Venues
Background: Chain stores,Performance - Venues
Background: Clothing stores,Performance - Venues
Background: Disco/Club,Performance - Venues
Background: Evergreens,Evergerens
Background: Faeroese,Faroese
Background: Fitness gyms,Performance - Venues
Background: Greenland,Greenland - General
Background: Music in fitnesscentre,Performance - Venues
Background: Other stores,Performance - Venues
Background: Radio Daytime,Radio - General
Background: Recorded Music,Baggrund Scandinavia - General
Background: Streaming Service,Internet - General
Background: Super markets,Performance - Venues
Background: TV,TV - General
Badmington - Gold Coast Commo,Gold Coast Commonwealth Games
BAG1,Other
BAG11,Other
BAG13,Other
BAG14,Other
BAG1F,Other
BAG1G,Other
BAG2,Other
BAG4,Other
BAG5,Other
BAG7,Other
BAG8,Other
BAG9,Other
Baggrund: Baresso,Performance - Venues
Baggrund: Butikskder,Performance - Venues
Baggrund: Cafe/Restaurant/Bar,Performance - Venues
Baggrund: Diskotek/klub,Performance - Venues
Baggrund: Evergreen,Evergreen
Baggrund: Frerne,Baggrund Scandinavia - General
Baggrund: Grnland,Greenland - General
Baggrund: Indspillet musik,Performance - Venues
Baggrund: Musik i fitnesscentre,Performance - Venues
Baggrund: Musik i fitnesscentre med rapportering,Performance - Venues
Baggrund: Musik i Fly,Performance - Venues
Baggrund: Radio i dagtid,Radio - General
Baggrund: Supermarkeder,Performance - Venues
Baggrund: Tjbutikker,Baggrund Scandinavia - General
Baggrund: TV,TV - General
Baggrund: vrig Detail,Baggrund Scandinavia - General
Bahamas & Western He,Radio - General
Bahamas Hot 91.7 FM,Radio - General
Bahamas ZNS Power,TV - General
Bahamas ZNS TV,TV - General
BAJA MARKETING KFT.,Baja Marketing Kft
Bakgrund,Bakgrund
Bakgrund - Apple Music (analog,Apple Music
Bakgrund - Downloads (analogi),Internet - General
Bakgrund - Fitness Player,Fitness Player
Bakgrund - Heartbeats,Heartbeats
Bakgrund - Kanal 5 (analogi),TV - General
Bakgrund - Lexter,Lexter Sound Design
BAKGRUND - LIVEQUBE,LiveQube
Bakgrund - Lugna Favoriter (an,Radio - General
Bakgrund - Megapol (analogi),Megapol
Bakgrund - Music in Brands,Music In Brands
Bakgrund - My Instore Radio,Radio - General
Bakgrund - NRJ (analogi),Radio - General
Bakgrund - P2 ?vrigt (exkl. Li,Radio - General
Bakgrund - P3 (analogi),Radio - General
Bakgrund - P4 (analogi),Radio - General
Bakgrund - P4 Lokal (analogi),Radio - General
Bakgrund - P5 Stockholm (analo,Radio - General
Bakgrund - Play Network,PlayNetwork
Bakgrund - PlayNetwork,PlayNetwork
Bakgrund - RIX FM (analogi),Radio - General
Bakgrund - Royal Streaming,Internet - General
Bakgrund - Sjuan (analogi),TV - General
Bakgrund - Skivor (analogi),Baggrund Scandinavia - General
Bakgrund - Soundtrack Your Bra,Soundtrack Your Brand
Bakgrund - Spotify (analogi),Spotify
Bakgrund - Spotify Business,Spotify
Bakgrund - Streamec,Streamec
Bakgrund - SVT1 (analogi),SVT
Bakgrund - SVT1 Bakgrund (anal,SVT
Bakgrund - SVT1 Skiva (analogi,SVT
Bakgrund - SVT2 (analogi),SVT
Bakgrund - SVT2 Skiva (analogi,SVT
Bakgrund - Swedebeat,Swedebeat
Bakgrund - Tidal (analogi),Tidal
Bakgrund - TV3 (analogi),TV - General
Bakgrund - TV4 (analogi),TV - General
Bakgrund - YouTube (analogi),YouTube
Bakgrund . Spotify (analogi),Spotify
Bakgrund utan rapport - Soundc,Soundcloud
BAKGRUNDSMUSIK,BakgrundsMusik
BALANCE 99 ZRT.,Radio - General
BALATON-PARTI KFT.,Balaton Parti Kft
BALDINGER OPEN 2019: DIVERSE K,Baldinger Open 2019
BALLI DAL VIVO,Balli Dal Vivo
BALLI STRUM.MECC.,Balli Strum
BAND,Other
Barbados (COSCAP) Ge,COSCAP
BARIDO 2011 KFT.,Barido 2011 Kft
BARNKANALEN BAKGRUND,TV - General
BARTL ES TARSAI KFT.,Bartl Es Tarsai Kft
Basketball (Townsville Prelim,Townsville Basketball
BAUHAUS SZAKARUHAZAK KERESKEDE,Bauhaus Szakaruhazak Kereskede
Bay Radio Public Rec,Radio - General
BB GYM SPORT BT.,BB Gym Sport Bt
BBC 1 Public Recepti,BBC
BBC 1Xtra (Census),BBC
BBC 1Xtra (SPD),BBC
BBC 2 Public Recepti,BBC
