Record Number,CAE Number,Rights Type,Distribution (posted),Usage Narrative,Un-Notified Flag,Work Title,Amount (performance revenue),Share,Perf Start Date,Perf End Date,Prod Header,Broadcast Region,Production ID,Number of Perfs,Duration,IP1,IP2,IP3,IP4,Tunecode,ISWC,WID,Catalogue Number,Invoice Number,Currency,Works Share Transfer From,Works Share Transfer To,Old Share,New Share,Adjustment Reason
100,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/12/2012,31/12/2012, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244840,GBP, , , , , 
101,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.027,50,31/12/2012,31/12/2012, , ,,00000006, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244840,GBP, , , , , 
102,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/08/2015,31/08/2015, , ,,00000018, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244886,GBP, , , , , 
103,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.036,50,31/08/2015,31/08/2015, , ,,00000053, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244886,GBP, , , , , 
104,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/01/2015,31/01/2015, , ,,00000012, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244846,GBP, , , , , 
105,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/01/2015,31/01/2015, , ,,00000014, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244846,GBP, , , , , 
106,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/01/2015,31/01/2015, , ,,00000019, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244846,GBP, , , , , 
107,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/01/2015,31/01/2015, , ,,00000021, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244846,GBP, , , , , 
108,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/09/2015,30/09/2015, , ,,00000012, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244892,GBP, , , , , 
109,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.027,50,30/09/2015,30/09/2015, , ,,00000041, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244892,GBP, , , , , 
110,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.027,50,31/10/2015,31/10/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244898,GBP, , , , , 
111,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,31/10/2015,31/10/2015, , ,,00000028, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244902,GBP, , , , , 
112,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/11/2015,30/11/2015, , ,,00000016, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244908,GBP, , , , , 
113,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,30/06/2015,30/06/2015, , ,,00000029, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244874,GBP, , , , , 
114,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.045,50,30/06/2015,30/06/2015, , ,,00000057, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244874,GBP, , , , , 
115,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,31/07/2015,31/07/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244884,GBP, , , , , 
116,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/07/2015,31/07/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244884,GBP, , , , , 
117,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/07/2015,31/07/2015, , ,,00000011, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244882,GBP, , , , , 
118,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/07/2015,31/07/2015, , ,,00000015, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244882,GBP, , , , , 
119,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.045,50,31/07/2015,31/07/2015, , ,,00000064, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244882,GBP, , , , , 
120,177149937,M,2016101,Alliance Deezer United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/12/2015,31/12/2015, , ,,00000021, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,244912,GBP, , , , , 
121,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Ain't No Man,.0148,50,01/10/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7130599A,T0103372082,7130599A, ,209707,EUR, , , , , 
122,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Ain't No Man,.019,50,01/10/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7130599A,T0103372082,7130599A, ,209707,EUR, , , , , 
123,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Ain't No Man,.0391,50,01/10/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7130599A,T0103372082,7130599A, ,209707,EUR, , , , , 
124,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Ain't No Man,.0913,50,01/10/2015,, , ,,00000005, ,Dina Carroll,Nigel Philip Lowis, , ,7130599A,T0103372082,7130599A, ,209707,EUR, , , , , 
125,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Ain't No Man,.0738,50,01/10/2015,, , ,,00000005, ,Dina Carroll,Nigel Philip Lowis, , ,7130599A,T0103372082,7130599A, ,209707,EUR, , , , , 
126,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Album, ,Ain't No Man,.0781,50,01/10/2015,, , ,,00000004, ,Dina Carroll,Nigel Philip Lowis, , ,7130599A,T0103372082,7130599A, ,209707,EUR, , , , , 
127,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Single, ,Ain't No Man,.0546,50,01/10/2015,, , ,,00000002, ,Dina Carroll,Nigel Philip Lowis, , ,7130599A,T0103372082,7130599A, ,209708,EUR, , , , , 
128,177149937,M,2016101,Alliance Google United Kingdom Permanent Download Service Single, ,Ain't No Man,.1303,50,01/10/2015,, , ,,00000001, ,Dina Carroll,Nigel Philip Lowis, , ,7130599A,T0103372082,7130599A, ,209708,EUR, , , , , 
129,177149937,M,2016101,Alliance Microsoft X Box Ireland On Demand Subs Dual Single, ,Ain't No Man,.0068,50,31/01/2015,31/01/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,231778,EUR, , , , , 
130,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.027,50,28/02/2015,28/02/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232184,GBP, , , , , 
131,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,28/02/2015,28/02/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232462,GBP, , , , , 
132,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/06/2014,30/06/2014, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232260,GBP, , , , , 
133,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,31/08/2015,31/08/2015, , ,,00000004, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232838,GBP, , , , , 
134,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/12/2015,31/12/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232864,GBP, , , , , 
135,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.207,50,31/07/2015,31/07/2015, , ,,00000042, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232836,GBP, , , , , 
136,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/07/2015,31/07/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232836,GBP, , , , , 
137,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/07/2015,31/07/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232836,GBP, , , , , 
138,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.027,50,31/07/2015,31/07/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232836,GBP, , , , , 
139,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.126,50,30/06/2015,30/06/2015, , ,,00000025, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232236,GBP, , , , , 
140,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,28/02/2015,28/02/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232184,GBP, , , , , 
141,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,31/03/2015,31/03/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232190,GBP, , , , , 
142,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/03/2015,31/03/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232188,GBP, , , , , 
143,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/03/2015,31/03/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232188,GBP, , , , , 
144,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/04/2015,30/04/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232232,GBP, , , , , 
145,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,30/04/2015,30/04/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232232,GBP, , , , , 
146,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,30/04/2015,30/04/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232232,GBP, , , , , 
147,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,30/04/2015,30/04/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232232,GBP, , , , , 
148,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/04/2015,30/04/2015, , ,,00000007, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232238,GBP, , , , , 
149,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,31/05/2015,31/05/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232234,GBP, , , , , 
150,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.027,50,31/05/2015,31/05/2015, , ,,00000007, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232234,GBP, , , , , 
151,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.045,50,31/05/2015,31/05/2015, , ,,00000011, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232234,GBP, , , , , 
152,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/06/2015,30/06/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232478,GBP, , , , , 
153,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/06/2015,30/06/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232236,GBP, , , , , 
154,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/06/2015,30/06/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232236,GBP, , , , , 
155,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/08/2015,31/08/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232838,GBP, , , , , 
156,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/08/2015,31/08/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232838,GBP, , , , , 
157,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,31/12/2015,31/12/2015, , ,,00000004, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232864,GBP, , , , , 
158,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,31/08/2015,31/08/2015, , ,,00000005, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232838,GBP, , , , , 
159,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.126,50,31/08/2015,31/08/2015, , ,,00000027, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232838,GBP, , , , , 
160,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,31/01/2015,31/01/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232180,GBP, , , , , 
161,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/01/2015,31/01/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232180,GBP, , , , , 
162,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.036,50,31/01/2015,31/01/2015, , ,,00000006, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232180,GBP, , , , , 
163,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/09/2015,30/09/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232840,GBP, , , , , 
164,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/09/2015,30/09/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232840,GBP, , , , , 
165,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.144,50,30/09/2015,30/09/2015, , ,,00000025, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232840,GBP, , , , , 
166,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,31/10/2015,31/10/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232860,GBP, , , , , 
167,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.144,50,31/10/2015,31/10/2015, , ,,00000024, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232860,GBP, , , , , 
168,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.009,50,30/11/2015,30/11/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232862,GBP, , , , , 
169,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,30/11/2015,30/11/2015, , ,,00000003, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232862,GBP, , , , , 
170,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.153,50,30/11/2015,30/11/2015, , ,,00000026, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232862,GBP, , , , , 
171,177149937,M,2016101,Alliance Microsoft X Box United Kingdom On Demand Subs Dual Single, ,Ain't No Man,.018,50,30/06/2015,30/06/2015, , ,,00000005, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232236,GBP, , , , , 
172,177149937,M,2016101,Alliance Microsoft X Box United Kingdom Permanent Download Service Album, ,Ain't No Man,.027,50,30/09/2015,30/09/2015, , ,,00000002, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232834,GBP, , , , , 
173,177149937,M,2016101,Alliance Microsoft X Box United Kingdom Permanent Download Service Album, ,Ain't No Man,.018,50,31/10/2015,31/10/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232848,GBP, , , , , 
174,177149937,M,2016101,Alliance Microsoft X Box United Kingdom Permanent Download Service Album, ,Ain't No Man,.018,50,30/11/2015,30/11/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232854,GBP, , , , , 
175,177149937,M,2016101,Alliance Microsoft X Box United Kingdom Permanent Download Service Album, ,Ain't No Man,.009,50,30/09/2015,30/09/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232834,GBP, , , , , 
176,177149937,M,2016101,Alliance Microsoft X Box United Kingdom Permanent Download Service Album, ,Ain't No Man,.009,50,31/08/2015,31/08/2015, , ,,00000001, ,Carroll Dina,Lowis Nigel Philip,Imagem London Limited, ,7130599A,T0103372082,7130599A, ,232830,GBP, , , , , 
